guid/image	labels	scores	boxes
07fd6b85-0486-4790-ad35-a90a6b79c66c/0093	[2, 2, 1, 2, 1]	[0.9999996423721313, 0.0012180256890133023, 0.0003814850642811507, 7.57475063437596e-05, 7.071521395118907e-05]	[[0.40261760354042053, 0.37508639693260193, 0.45359179377555847, 0.39945733547210693], [0.3760957419872284, 0.0, 0.4480646550655365, 0.023933952674269676], [0.3935163617134094, 0.0, 0.4494229257106781, 0.025901654735207558], [0.0, 0.24881088733673096, 0.9455161690711975, 1.0], [0.022852743044495583, 0.40592271089553833, 0.8024300336837769, 0.9991421699523926]]
1fcce361-ab48-46a4-bbfb-f73bd4bf40e4/0059	[1, 2, 2, 0, 0]	[0.9999998807907104, 0.00011165125761181116, 0.0001085839539882727, 9.929930820362642e-05, 6.562293856404722e-05]	[[0.26996931433677673, 0.26585283875465393, 0.7892252802848816, 0.6059566736221313], [0.03341274335980415, 0.965894877910614, 0.07895662635564804, 0.9994181990623474], [0.20815378427505493, 0.2726726830005646, 0.7838156819343567, 0.5917920470237732], [0.1732085794210434, 0.28037068247795105, 0.862984836101532, 0.5951446294784546], [0.03673902899026871, 0.9679624438285828, 0.08809385448694229, 1.0]]
6e8c6f50-8a18-4f27-a9cc-3ab775d7bc9c/0021	[2, 1, 2, 0, 0]	[0.9999943971633911, 0.00018291143351234496, 8.13252991065383e-05, 6.16074466961436e-05, 1.6362684618798085e-05]	[[0.3838152289390564, 0.452144056558609, 0.42955708503723145, 0.48573774099349976], [0.0, 0.556991696357727, 0.7780133485794067, 1.0], [0.0, 0.556141197681427, 0.9188575744628906, 1.0], [0.021829040721058846, 0.008346378803253174, 0.07094486057758331, 0.03849717974662781], [0.3804669678211212, 0.4470299780368805, 0.4339942932128906, 0.49096500873565674]]
65dea526-0728-4260-8075-fcf76c96fca9/0045	[1, 2, 0, 0, 0]	[0.9999998807907104, 5.118027729622554e-06, 4.571056706481613e-06, 1.7056501064871554e-06, 1.5872434460106888e-06]	[[0.39064493775367737, 0.5610926747322083, 0.41886091232299805, 0.5977159142494202], [0.3859286308288574, 0.561693012714386, 0.418733149766922, 0.5958312153816223], [0.3860366642475128, 0.5613359212875366, 0.41637203097343445, 0.5994091033935547], [0.3876456320285797, 0.5557602643966675, 0.4236781895160675, 0.6081439256668091], [0.02868329919874668, 0.0016699508996680379, 0.29994791746139526, 0.05155450478196144]]
3f70775d-223d-4929-b6ac-ab687814a34d/0079	[2, 0, 1, 1, 0]	[0.9999983310699463, 9.024030441651121e-05, 8.128007721097674e-06, 6.0974662119406275e-06, 5.9295352912158705e-06]	[[0.4304051995277405, 0.0190828125923872, 0.46754637360572815, 0.048061225563287735], [0.4276696741580963, 0.018127357587218285, 0.4716840088367462, 0.048057109117507935], [0.4341602623462677, 0.020865580067038536, 0.4669831097126007, 0.04796755686402321], [0.04402557387948036, 0.1634838581085205, 0.4362748861312866, 0.902435839176178], [0.0733269676566124, 0.3393109142780304, 0.5301589965820312, 0.8219579458236694]]
4d5aa6f5-6d2e-444a-8960-e73c62cde93f/0146	[2, 0, 1, 0, 2]	[0.9999936819076538, 0.0001405840739607811, 3.952175029553473e-05, 1.7989359548664652e-05, 3.075166659982642e-06]	[[0.31689387559890747, 0.7644135355949402, 0.4141693413257599, 0.9310550689697266], [0.3049454391002655, 0.7583178877830505, 0.4173780381679535, 0.936530351638794], [0.32055720686912537, 0.772490382194519, 0.41613271832466125, 0.9344016313552856], [0.08554627746343613, 0.006559283938258886, 0.15685465931892395, 0.023904459550976753], [0.07910794764757156, 0.004276316147297621, 0.15971997380256653, 0.025219399482011795]]
dd49d264-aecf-4d23-92c1-adf35a8ab29b/0111	[0, 2, 0, 1, 2]	[0.9999992847442627, 0.00032525151618756354, 0.00011829788127215579, 6.122275226516649e-05, 3.116514199064113e-05]	[[0.0, 0.33510538935661316, 0.6608927845954895, 0.6620522737503052], [0.06279512494802475, 0.34502461552619934, 0.6113577485084534, 0.6635459065437317], [0.22504465281963348, 0.0, 0.30877599120140076, 0.029607465490698814], [0.05276113003492355, 0.28862717747688293, 0.6394688487052917, 0.7628268003463745], [0.0, 0.3127935528755188, 0.6632882952690125, 0.7447488903999329]]
fc26f4db-22c1-49c7-be8d-b769476cdff2/0063	[2, 1, 0, 0, 2]	[0.9999974966049194, 6.981480692047626e-05, 1.4048524462850764e-05, 1.8131433989765355e-06, 1.3184674116928363e-06]	[[0.3927898705005646, 0.5196490287780762, 0.4309758245944977, 0.5358822345733643], [0.3966553211212158, 0.5170156359672546, 0.4318765103816986, 0.5383911728858948], [0.39310383796691895, 0.5165836811065674, 0.43260693550109863, 0.5404529571533203], [0.052549365907907486, 0.006202959455549717, 0.15795917809009552, 0.025514798238873482], [0.03068673238158226, 0.005710459779947996, 0.16453790664672852, 0.025283049792051315]]
60ed87f2-7474-43e2-9d9f-b1072f4a1e39/0006	[1, 1, 2, 0, 2]	[1.0, 0.001273427507840097, 0.0008938098326325417, 3.8337828300427645e-05, 2.117983422067482e-05]	[[0.38648301362991333, 0.0971408262848854, 0.6178247928619385, 0.43073976039886475], [0.10762609541416168, 0.25090041756629944, 0.8608164191246033, 0.9672223329544067], [0.0, 0.1952381283044815, 0.9383297562599182, 0.9860197901725769], [0.3329486548900604, 0.09270036220550537, 0.6537842750549316, 0.4433899223804474], [0.36139410734176636, 0.11928846687078476, 0.6182600855827332, 0.42067787051200867]]
6a435008-ce2b-4991-b66b-93aa4a084e05/0025	[1, 2, 0, 2, 1]	[0.999988317489624, 7.098173227859661e-05, 5.405282718129456e-05, 4.959369107382372e-05, 2.000952918024268e-05]	[[0.2601132094860077, 0.7925078272819519, 0.2982553541660309, 0.836868405342102], [0.25428903102874756, 0.793509840965271, 0.29912909865379333, 0.8343232274055481], [0.2552639842033386, 0.7902723550796509, 0.2948529124259949, 0.8381316065788269], [0.0, 0.0, 0.9894015192985535, 1.0], [0.2068740278482437, 0.04863996431231499, 0.9899660348892212, 1.0]]
4d5aa6f5-6d2e-444a-8960-e73c62cde93f/0105	[0, 1, 2, 2, 2]	[0.9998025298118591, 0.007911172695457935, 0.005322125740349293, 0.00028232333716005087, 0.00020751150441356003]	[[0.36412179470062256, 0.707763135433197, 0.39127323031425476, 0.7496903538703918], [0.3740536570549011, 0.7081664204597473, 0.3956335783004761, 0.7460302710533142], [0.3673461377620697, 0.7142512798309326, 0.39462706446647644, 0.744858980178833], [0.38382574915885925, 0.530470073223114, 0.4155878722667694, 0.5485506057739258], [0.3845747709274292, 0.5364615321159363, 0.4166002571582794, 0.5557069182395935]]
9ca144df-4438-40ae-a7e3-227ba1885844/0050	[2, 1, 0, 1, 2]	[0.9999918937683105, 0.0029356100130826235, 0.001116661704145372, 0.00022437858569901437, 1.7840819054981694e-05]	[[0.09924257546663284, 0.3425291180610657, 0.6257326602935791, 0.5963441729545593], [0.408008337020874, 0.7935671210289001, 0.43690359592437744, 0.8738589286804199], [0.08547558635473251, 0.3365141451358795, 0.6320385932922363, 0.6061917543411255], [0.18594002723693848, 0.3216327130794525, 0.6048226952552795, 0.590441107749939], [0.39844802021980286, 0.8019465804100037, 0.4371717572212219, 0.8700048923492432]]
483efc67-5354-4368-bcdb-f51559dda379/0089	[1, 2, 0, 0, 0]	[0.9999998807907104, 0.0003392774087842554, 4.4614760554395616e-05, 3.417895277380012e-05, 2.7203632271266542e-06]	[[0.22342458367347717, 0.3231958746910095, 0.7117387056350708, 0.626071572303772], [0.22961176931858063, 0.33329111337661743, 0.7094091773033142, 0.6134258508682251], [0.3190392553806305, 0.31607913970947266, 0.7225043177604675, 0.631095290184021], [0.23376503586769104, 0.36048734188079834, 0.65184086561203, 0.6235590577125549], [0.1274471879005432, 0.3320654630661011, 0.7681652903556824, 0.6368399262428284]]
60ed87f2-7474-43e2-9d9f-b1072f4a1e39/0113	[2, 0, 0, 0, 1]	[0.9999904632568359, 0.0017261604079976678, 0.00016238958050962538, 4.078017082065344e-05, 2.811989361362066e-05]	[[0.19794830679893494, 0.4506206810474396, 0.4835371971130371, 0.6118460297584534], [0.16934381425380707, 0.4345676600933075, 0.5005839467048645, 0.6179977655410767], [0.06838526576757431, 0.006250930950045586, 0.14904163777828217, 0.02720252238214016], [0.054281026124954224, 0.00762177212163806, 0.1424795538187027, 0.03356071561574936], [0.20233450829982758, 0.43947675824165344, 0.4979761242866516, 0.6120965480804443]]
53f2206c-7284-413b-86eb-bd9a86f279bb/0042	[1, 2, 0, 2, 0]	[0.9999560117721558, 0.0004023216606583446, 0.00020254519768059254, 0.0001845888764364645, 0.0001612889172974974]	[[0.0, 0.018236132338643074, 0.6891555786132812, 0.8343589901924133], [0.024000244215130806, 0.0, 0.6945809721946716, 0.9471735954284668], [0.09776041656732559, 0.0, 0.6436416506767273, 0.8012566566467285], [0.09392309188842773, 0.010373523458838463, 0.13846458494663239, 0.02609921805560589], [0.0, 0.0224629957228899, 0.7631301879882812, 0.8784010410308838]]
6b08aacf-49fe-445b-8085-41d09f937be5/0021	[2, 2, 1, 0, 1]	[0.9999750852584839, 0.0016867932863533497, 0.00024387985467910767, 0.00012804169091396034, 2.8846730856457725e-05]	[[0.37515178322792053, 0.0008827947895042598, 0.4503960609436035, 0.1407049596309662], [0.38544729351997375, 0.31280937790870667, 0.41928187012672424, 0.35192006826400757], [0.382354736328125, 0.00012123129999963567, 0.4511882960796356, 0.1426887810230255], [0.37353768944740295, 0.0, 0.44914600253105164, 0.14144404232501984], [0.3935878574848175, 0.3063390254974365, 0.4205639064311981, 0.35832226276397705]]
630f5200-f86e-490f-8764-1ecf1d398f5b/0050	[2, 2, 0, 1, 0]	[0.9999654293060303, 0.0011912343325093389, 0.0006121682235971093, 0.00044764255289919674, 0.00011159785935888067]	[[0.37786996364593506, 0.4957931339740753, 0.439862459897995, 0.5108959674835205], [0.3985280692577362, 0.0, 0.5330740213394165, 0.011163409799337387], [0.41824233531951904, 0.0, 0.5236580967903137, 0.015018831938505173], [0.3996771574020386, 0.0, 0.534067690372467, 0.015084820799529552], [0.3759079873561859, 0.4946165978908539, 0.44118502736091614, 0.510860800743103]]
78b7c40e-e087-4187-aeb2-b010654308b7/0029	[1, 0, 0, 2, 0]	[0.9999980926513672, 9.313298505730927e-06, 7.418984750984237e-06, 6.516203939099796e-06, 5.656194389302982e-06]	[[0.40303489565849304, 0.3800155818462372, 0.4562171995639801, 0.4427560567855835], [0.2875453531742096, 0.00352557934820652, 0.40643057227134705, 0.023465311154723167], [0.4066450595855713, 0.3803163170814514, 0.45772504806518555, 0.43875256180763245], [0.3986365497112274, 0.3822464346885681, 0.45794546604156494, 0.4407033622264862], [0.2571926712989807, 0.004932521842420101, 0.36058780550956726, 0.022431712597608566]]
c6b38078-47e9-41e4-913a-c082736fb1cf/0018	[2, 2, 2, 0, 2]	[0.9999946355819702, 0.0003332994820084423, 0.0003235185577068478, 8.598958811489865e-05, 8.527182217221707e-05]	[[0.4011494815349579, 0.47437289357185364, 0.43840453028678894, 0.49511203169822693], [0.38283148407936096, 0.0, 0.4464952349662781, 0.012490833178162575], [0.3767559826374054, 0.0, 0.42771267890930176, 0.019039612263441086], [0.37317153811454773, 0.0, 0.4302999675273895, 0.019462691619992256], [0.3859323263168335, 0.008844733238220215, 0.4275074303150177, 0.02724338509142399]]
3f70775d-223d-4929-b6ac-ab687814a34d/0108	[1, 1, 1, 2, 0]	[0.999998927116394, 4.813072337128688e-06, 3.850798293569824e-06, 3.629256525528035e-06, 3.1263864457287127e-06]	[[0.4487375319004059, 0.08357541263103485, 0.47554832696914673, 0.11196441948413849], [0.03953517600893974, 0.0, 0.5441033244132996, 0.9149354100227356], [0.043195679783821106, 0.15615250170230865, 0.4351661205291748, 0.9012220501899719], [0.44620442390441895, 0.08424841612577438, 0.4762302339076996, 0.11069684475660324], [0.0721481516957283, 0.33143770694732666, 0.5297698974609375, 0.8203169107437134]]
483efc67-5354-4368-bcdb-f51559dda379/0001	[1, 2, 1, 2, 2]	[0.9999977350234985, 0.00025219505187124014, 0.00024098761787172407, 7.21664764569141e-05, 6.707948341500014e-05]	[[0.2786087691783905, 0.8062729835510254, 0.3823951482772827, 0.9503159523010254], [0.3940078616142273, 0.3636273443698883, 0.42271071672439575, 0.3818167746067047], [0.4309491813182831, 0.002217239001765847, 0.4903067648410797, 0.01972363144159317], [0.39770710468292236, 0.3823206424713135, 0.4211803376674652, 0.39507725834846497], [0.27061542868614197, 0.8105447292327881, 0.381999671459198, 0.9372085928916931]]
4d5aa6f5-6d2e-444a-8960-e73c62cde93f/0052	[2, 0, 2, 1, 2]	[0.9999946355819702, 5.018544106860645e-05, 1.0001142072724178e-05, 9.084770681511145e-06, 4.7326943786174525e-06]	[[0.3484756648540497, 0.0, 0.43484261631965637, 0.1270134598016739], [0.3414173424243927, 0.0, 0.439362108707428, 0.1262095868587494], [0.38805341720581055, 0.406562477350235, 0.4104189872741699, 0.4222058057785034], [0.3610801696777344, 0.0, 0.4325292110443115, 0.13459639251232147], [0.3889760971069336, 0.4552674889564514, 0.4117186963558197, 0.4678493142127991]]
f171f50d-4781-41b6-bec1-3e7a15e596dc/0050	[1, 2, 0, 1, 2]	[0.999998927116394, 0.00015805312432348728, 4.236054519424215e-05, 2.9352200726862065e-05, 2.6975425498676486e-05]	[[0.3462964594364166, 0.3040626645088196, 0.3746219873428345, 0.3371413052082062], [0.03621435537934303, 0.2628445029258728, 0.9968756437301636, 1.0], [0.34237971901893616, 0.3058888614177704, 0.3717566728591919, 0.3392519950866699], [0.0009861653670668602, 0.3448018431663513, 0.7810398936271667, 0.9428709149360657], [0.3424040973186493, 0.3058626651763916, 0.3737422227859497, 0.33477267622947693]]
06acf647-e2e9-4562-aa42-eed217e5bd84/0190	[0, 2, 1, 2, 1]	[0.9999980926513672, 0.0009616340394131839, 0.0007154579507187009, 0.0001251775975106284, 0.0001216272430610843]	[[0.055685099214315414, 0.3738630414009094, 0.5860334634780884, 0.6256495714187622], [0.30498039722442627, 0.9023119807243347, 0.33558496832847595, 0.9384845495223999], [0.3693413734436035, 0.0, 0.415646493434906, 0.029870623722672462], [0.11573506891727448, 0.37957605719566345, 0.5764904022216797, 0.6268578767776489], [0.05778981372714043, 0.38974303007125854, 0.5409260392189026, 0.6022135615348816]]
7a8b1e0a-be2c-44ba-af1e-c87d89402ca7/0062	[1, 2, 1, 2, 0]	[0.999998927116394, 6.295042840065435e-05, 3.751895565073937e-05, 9.909690561471507e-06, 7.367047146544792e-06]	[[0.38640832901000977, 0.37968525290489197, 0.44050133228302, 0.4127146601676941], [0.0, 0.30300816893577576, 0.9390630722045898, 0.9988840222358704], [0.016643758863210678, 0.22667653858661652, 0.7737119197845459, 0.9470346570014954], [0.38150525093078613, 0.3785345256328583, 0.44073936343193054, 0.4112359583377838], [0.3807869851589203, 0.37814804911613464, 0.44397813081741333, 0.42172688245773315]]
3571aea2-3d78-4c77-8058-e2908a858572/0044	[1, 2, 0, 2, 2]	[0.9999991655349731, 2.141430741176009e-06, 1.17944637167966e-06, 7.552188208137522e-07, 1.5152433263665444e-07]	[[0.4053768813610077, 0.4825180768966675, 0.4679795801639557, 0.5328786969184875], [0.12163053452968597, 0.5930062532424927, 0.9590450525283813, 0.9954039454460144], [0.400736004114151, 0.48587098717689514, 0.4671509563922882, 0.532463014125824], [0.4001351296901703, 0.4842386245727539, 0.46823179721832275, 0.5291265845298767], [0.0, 0.0, 0.8524067401885986, 0.9449673891067505]]
cb65a1e9-c01f-49ce-8e46-0f791aae4bf9/0145	[2, 0, 1, 0, 0]	[0.9999889135360718, 0.000373933493392542, 8.741708006709814e-05, 1.0356943676015362e-05, 3.4355377920292085e-06]	[[0.35540857911109924, 0.6243714690208435, 0.45858368277549744, 0.7862805724143982], [0.34372225403785706, 0.6089776158332825, 0.4684050381183624, 0.7952518463134766], [0.3618715703487396, 0.6191735863685608, 0.46249258518218994, 0.7885125279426575], [0.020652195438742638, 0.008128018118441105, 0.06502387672662735, 0.03994085267186165], [0.02814185619354248, 0.009803916327655315, 0.06813661754131317, 0.048869989812374115]]
8a90461a-c068-4e68-bbe5-452fdd2f26de/0068	[1, 2, 0, 1, 2]	[0.9999994039535522, 2.4804377972031944e-05, 3.4156685160269262e-06, 1.4336975482365233e-06, 5.842912287334912e-07]	[[0.3829299211502075, 0.48088663816452026, 0.46682658791542053, 0.5306215882301331], [0.3826525807380676, 0.48375216126441956, 0.4666707217693329, 0.5301002264022827], [0.3963944911956787, 0.4806079566478729, 0.4695373773574829, 0.5319699645042419], [0.007672749925404787, 0.0, 0.6714094877243042, 0.5692631602287292], [0.0, 0.0, 0.7507377862930298, 0.5682005882263184]]
2a83167d-bba3-402b-a646-0d27569efbd9/0084	[1, 2, 0, 2, 2]	[0.9999895095825195, 4.284279202693142e-05, 1.5699937648605555e-05, 1.415873794030631e-05, 1.3997379937791266e-05]	[[0.39667588472366333, 0.28443947434425354, 0.44611087441444397, 0.33940523862838745], [0.39211350679397583, 0.7131500840187073, 0.4226624369621277, 0.7326976656913757], [0.38838282227516174, 0.28714433312416077, 0.4454515874385834, 0.34114351868629456], [0.3921475112438202, 0.6979278326034546, 0.41861990094184875, 0.7179954051971436], [0.3948708474636078, 0.7277349233627319, 0.42878735065460205, 0.7494282722473145]]
630f5200-f86e-490f-8764-1ecf1d398f5b/0159	[2, 2, 1, 0, 0]	[0.9999973773956299, 0.002159877447411418, 0.0004653331416193396, 7.732716767350212e-05, 4.929079659632407e-05]	[[0.3664150834083557, 0.40557757019996643, 0.5442913174629211, 0.46377190947532654], [0.0, 0.32321345806121826, 0.9842320680618286, 0.9789525270462036], [0.0, 0.34471043944358826, 0.9020524621009827, 0.9486487507820129], [0.05988538637757301, 0.00916931964457035, 0.10841824114322662, 0.03414302319288254], [0.049639515578746796, 0.011623815633356571, 0.10669340938329697, 0.02925925701856613]]
6b08aacf-49fe-445b-8085-41d09f937be5/0029	[1, 2, 2, 2, 1]	[0.9999984502792358, 8.508406608598307e-05, 5.0460035708965734e-05, 2.647079963935539e-05, 2.3789780243532732e-05]	[[0.39115357398986816, 0.0, 0.49616479873657227, 0.09057362377643585], [0.0, 0.22464771568775177, 0.9683063626289368, 1.0], [0.3837473392486572, 0.0021775823552161455, 0.49425002932548523, 0.08455465734004974], [0.0, 0.5311400890350342, 0.959753155708313, 0.9983516931533813], [0.02114005573093891, 0.3196295201778412, 0.8601911664009094, 0.992317259311676]]
fc26f4db-22c1-49c7-be8d-b769476cdff2/0101	[2, 1, 0, 2, 2]	[0.9999921321868896, 0.000346311746397987, 0.00022493087453767657, 3.1469018722418696e-05, 1.3623018276121002e-05]	[[0.3786267936229706, 0.3575851023197174, 0.4719008803367615, 0.4453061521053314], [0.3876606523990631, 0.35845673084259033, 0.4711160361766815, 0.44543200731277466], [0.37656334042549133, 0.36260488629341125, 0.46578624844551086, 0.44652873277664185], [0.36833417415618896, 0.004590259399265051, 0.41963374614715576, 0.02492043748497963], [0.0, 0.53183913230896, 0.9095035791397095, 1.0]]
3f70775d-223d-4929-b6ac-ab687814a34d/0011	[2, 0, 2, 2, 2]	[0.9999806880950928, 2.854231388482731e-05, 1.1119109331048094e-05, 6.1232685766299255e-06, 5.907267677685013e-06]	[[0.41085392236709595, 0.20794333517551422, 0.494113028049469, 0.30314913392066956], [0.40500447154045105, 0.21141645312309265, 0.4945709705352783, 0.305093914270401], [0.43683919310569763, 0.0019321693107485771, 0.4724016785621643, 0.018389228731393814], [0.4176035523414612, 0.0059843300841748714, 0.45330050587654114, 0.02324625663459301], [0.43112871050834656, 0.009693453088402748, 0.4655238687992096, 0.024859623983502388]]
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0034	[1, 1, 0, 1, 2]	[0.9999996423721313, 0.00010190036846324801, 6.089554153732024e-05, 4.312699820729904e-05, 3.2589250622550026e-05]	[[0.42681774497032166, 0.0009514481644146144, 0.5319137573242188, 0.03761342540383339], [0.0, 0.006965570151805878, 0.8792032599449158, 0.9939029216766357], [0.02092736028134823, 0.009302721358835697, 0.06712823361158371, 0.037323642522096634], [0.6006656885147095, 0.0, 1.0, 1.0], [0.007458129897713661, 0.0, 0.7635874152183533, 1.0]]
cb65a1e9-c01f-49ce-8e46-0f791aae4bf9/0148	[2, 2, 1, 0, 0]	[0.9999955892562866, 0.00010409716196591035, 5.1738654292421415e-05, 3.316878428449854e-05, 1.4209548680810258e-05]	[[0.39081546664237976, 0.39664363861083984, 0.42290928959846497, 0.4115985929965973], [0.4023094177246094, 0.0, 0.5167666673660278, 0.015048230066895485], [0.42919012904167175, 0.000678483338560909, 0.5373206734657288, 0.019041292369365692], [0.08419251441955566, 0.007551328744739294, 0.15618832409381866, 0.02615859918296337], [0.3877503573894501, 0.39257267117500305, 0.4224047362804413, 0.4149909019470215]]
215d6826-a20a-45f7-aa3c-67f88fbbcb1e/0051	[1, 2, 0, 2, 1]	[0.9999995231628418, 5.468245581141673e-05, 3.6367498978506774e-05, 2.931903281933046e-06, 1.8493504967409535e-06]	[[0.4512842893600464, 0.3560740351676941, 0.49778103828430176, 0.41468775272369385], [0.4463163912296295, 0.3615286648273468, 0.49722060561180115, 0.41177091002464294], [0.4435456395149231, 0.3635697066783905, 0.49650195240974426, 0.41474291682243347], [0.06806408613920212, 0.4364447593688965, 0.8841060996055603, 1.0], [0.06286821514368057, 0.0026993995998054743, 0.1677151918411255, 0.02318163588643074]]
cb65a1e9-c01f-49ce-8e46-0f791aae4bf9/0056	[1, 0, 0, 0, 0]	[0.9999979734420776, 1.3641708846989786e-06, 9.483573535362666e-07, 7.834362349967705e-07, 6.631736937379173e-07]	[[0.4390498101711273, 0.24222426116466522, 0.46836164593696594, 0.3022916316986084], [0.0870702937245369, 0.008296226151287556, 0.1644498109817505, 0.023251788690686226], [0.07777470350265503, 0.011687809601426125, 0.1536257565021515, 0.02879301831126213], [0.43348613381385803, 0.23941820859909058, 0.4705452024936676, 0.30543792247772217], [0.06193569302558899, 0.01253909058868885, 0.11464028060436249, 0.029968781396746635]]
06acf647-e2e9-4562-aa42-eed217e5bd84/0101	[0, 2, 1, 1, 0]	[0.9999997615814209, 3.552733323886059e-05, 1.0578450201137457e-05, 1.4804082582031697e-07, 7.881224917127838e-08]	[[0.05527063086628914, 0.34925398230552673, 0.5806613564491272, 0.5972475409507751], [0.0701354369521141, 0.3300957977771759, 0.5840290188789368, 0.6006965041160583], [0.06760772317647934, 0.3622286021709442, 0.5435869693756104, 0.5851874351501465], [0.24822932481765747, 0.3199533522129059, 0.5339199304580688, 0.590789794921875], [0.013804720714688301, 0.9569516181945801, 0.046573810279369354, 0.9960191249847412]]
2a83167d-bba3-402b-a646-0d27569efbd9/0086	[2, 0, 1, 2, 1]	[0.9999736547470093, 0.002351336879655719, 0.00046476421994157135, 0.00024606400984339416, 4.8055288061732426e-05]	[[0.33941131830215454, 0.3211643397808075, 0.42930203676223755, 0.3701290488243103], [0.33669599890708923, 0.32021209597587585, 0.43193933367729187, 0.3729689121246338], [0.02582613006234169, 0.38995155692100525, 0.7930195331573486, 1.0], [0.0, 0.37708619236946106, 0.9120852947235107, 1.0], [0.3463434875011444, 0.32118678092956543, 0.42847973108291626, 0.3700101375579834]]
435ebc5b-40e8-401c-9816-8f584427f82c/0102	[2, 0, 1, 2, 2]	[0.9859665036201477, 0.018074125051498413, 0.0034237902145832777, 0.00044738026917912066, 0.00019732028886210173]	[[0.29014909267425537, 0.9252016544342041, 0.36524850130081177, 0.9998054504394531], [0.27449196577072144, 0.9207419753074646, 0.36643725633621216, 0.9989806413650513], [0.3125268518924713, 0.9155410528182983, 0.37655141949653625, 0.9993023872375488], [0.30891111493110657, 0.9117267727851868, 0.3668379783630371, 0.9792991280555725], [0.28387242555618286, 0.9371225833892822, 0.33288484811782837, 0.9956542253494263]]
cb65a1e9-c01f-49ce-8e46-0f791aae4bf9/0104	[2, 0, 1, 0, 0]	[0.9999946355819702, 3.289116648375057e-05, 1.552908906887751e-05, 7.186663879110711e-06, 1.8968224821946933e-06]	[[0.3768475353717804, 0.5569392442703247, 0.41083401441574097, 0.582637369632721], [0.37726324796676636, 0.5538381934165955, 0.4126085638999939, 0.5847352147102356], [0.3815431594848633, 0.555280327796936, 0.41099685430526733, 0.5841283202171326], [0.08312827348709106, 0.0050286115147173405, 0.15785840153694153, 0.022907618433237076], [0.08400258421897888, 0.008719787932932377, 0.13655735552310944, 0.024094242602586746]]
435ebc5b-40e8-401c-9816-8f584427f82c/0059	[1, 2, 0, 2, 1]	[0.9999897480010986, 0.00016507577674929053, 3.8054138713050634e-05, 9.933850378729403e-06, 3.2730542898207204e-06]	[[0.4087720513343811, 0.40291106700897217, 0.43455931544303894, 0.4202771782875061], [0.4055015444755554, 0.4029567539691925, 0.4365782141685486, 0.41935309767723083], [0.40741628408432007, 0.40249374508857727, 0.4386242926120758, 0.4204501509666443], [0.0, 0.3523656725883484, 0.9351770877838135, 1.0], [0.2659985423088074, 0.0803467407822609, 0.9145468473434448, 0.9883224368095398]]
8fe618c9-8ea6-4f82-b634-cfebc8a47122/0152	[1, 2, 0, 0, 1]	[0.9999485015869141, 0.0003627557889558375, 0.00013746511831413954, 0.00013740461145062, 8.095362863969058e-05]	[[0.0006970621761865914, 0.0, 0.6952377557754517, 0.8509842753410339], [0.0, 0.0, 0.7001721858978271, 0.8629106283187866], [0.0, 0.07898315787315369, 0.7434677481651306, 0.8333598971366882], [0.0919475257396698, 0.0, 0.6363987326622009, 0.7941151857376099], [0.04275183007121086, 0.0, 0.49410152435302734, 0.7713764309883118]]
09da3137-b836-479b-a4c9-5bdfa9b549e0/0084	[1, 2, 0, 0, 1]	[0.9999998807907104, 1.0511084838071838e-05, 7.076603196765063e-06, 6.075335932109738e-06, 9.951651946948914e-08]	[[0.35052767395973206, 0.35343289375305176, 0.7082235217094421, 0.6302933692932129], [0.3634374141693115, 0.37021902203559875, 0.7083092331886292, 0.6201314330101013], [0.2993760406970978, 0.30226755142211914, 0.7838901877403259, 0.6837482452392578], [0.37748411297798157, 0.3527832329273224, 0.7351673245429993, 0.6097062826156616], [0.05538489669561386, 0.018201399594545364, 0.11419902741909027, 0.03309381753206253]]
2a279bda-651c-4740-a616-6862aa904c24/0046	[1, 2, 0, 2, 2]	[0.9999908208847046, 2.9144255677238107e-05, 8.648908078612294e-06, 4.091825303476071e-06, 3.688276990487793e-07]	[[0.3878295123577118, 0.48010456562042236, 0.41244807839393616, 0.4991108179092407], [0.3850286900997162, 0.4804292321205139, 0.4130362570285797, 0.4973761737346649], [0.3845044672489166, 0.47735702991485596, 0.41433796286582947, 0.5021838545799255], [0.006104899104684591, 0.5580030679702759, 0.9219925999641418, 0.9999502301216125], [0.06987275928258896, 0.3335801661014557, 0.8965826630592346, 1.0]]
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0082	[1, 2, 0, 1, 2]	[0.9999998807907104, 2.9585073207272217e-05, 2.1125217244843952e-05, 6.5821100179164205e-06, 2.011538981605554e-06]	[[0.3475477397441864, 0.33709201216697693, 0.6652129292488098, 0.582001268863678], [0.31522640585899353, 0.34933748841285706, 0.6712818145751953, 0.5791047215461731], [0.29296883940696716, 0.3307669162750244, 0.7232852578163147, 0.5991650819778442], [0.001878479029983282, 0.5104775428771973, 0.6790388822555542, 1.0], [0.0007798258448019624, 0.5166229009628296, 0.8311389684677124, 0.9981116652488708]]
