guid/image	labels	scores	boxes
7a8b1e0a-be2c-44ba-af1e-c87d89402ca7/0066	[2, 1, 0, 1, 1]	[0.9937345385551453, 0.016139011830091476, 0.0005807768902741373, 0.00048687690286897123, 0.0002629854716360569]	[[0.2662040591239929, 0.023132387548685074, 0.3452659845352173, 0.09951914846897125], [0.46322131156921387, 0.944298505783081, 0.8717620372772217, 1.0], [0.02662128210067749, 0.04944443702697754, 0.46631506085395813, 0.4361911416053772], [0.0, 0.7246192693710327, 0.512137770652771, 1.0], [0.46582484245300293, 0.8612251281738281, 0.8452112674713135, 0.9934394359588623]]
215d6826-a20a-45f7-aa3c-67f88fbbcb1e/0050	[1, 0, 0, 0, 2]	[0.9919054508209229, 0.0015037718694657087, 0.001229507732205093, 0.0010526322294026613, 0.0010467596584931016]	[[0.4458784759044647, 0.3573475778102875, 0.4929973781108856, 0.4075804054737091], [0.008201166987419128, 0.47749489545822144, 0.35287362337112427, 0.8307178616523743], [0.010808885097503662, 0.36363521218299866, 0.3699541389942169, 0.7041867971420288], [0.01802407205104828, 0.6689508557319641, 0.39228224754333496, 0.9904785752296448], [0.5648610591888428, 0.2621125280857086, 0.6317319869995117, 0.3114347755908966]]
8a90461a-c068-4e68-bbe5-452fdd2f26de/0039	[0, 2, 0, 2, 2]	[0.025150708854198456, 0.022883756086230278, 0.013849676586687565, 0.00910801999270916, 0.007935670204460621]	[[0.008342921733856201, 0.0016151517629623413, 0.14534923434257507, 0.040274396538734436], [0.4046720564365387, 0.2938615381717682, 0.44165346026420593, 0.32877442240715027], [0.04464002698659897, 0.0028587374836206436, 0.215844988822937, 0.04842805862426758], [0.41129258275032043, 0.29042890667915344, 0.4481075704097748, 0.32063397765159607], [0.00955025851726532, 0.8621463775634766, 0.32058435678482056, 1.0]]
047b864f-0753-448b-9483-f990ae41abaf/0075	[1, 2, 0, 1, 1]	[0.9835197329521179, 0.010934269987046719, 0.007618091069161892, 0.0021483032032847404, 0.00034923493512906134]	[[0.41997018456459045, 0.37913328409194946, 0.4532480537891388, 0.402076780796051], [0.41997018456459045, 0.37913328409194946, 0.4532480537891388, 0.402076780796051], [0.41997018456459045, 0.37913328409194946, 0.4532480537891388, 0.402076780796051], [0.11746221780776978, 0.1719995141029358, 0.8804519176483154, 0.8894806504249573], [0.31531426310539246, 0.00360286608338356, 0.8656036853790283, 0.03928794339299202]]
65dea526-0728-4260-8075-fcf76c96fca9/0088	[1, 2, 1, 2, 2]	[0.9999744892120361, 0.004229556769132614, 0.0012018093839287758, 0.0011467788135632873, 0.0006225508404895663]	[[0.332181841135025, 0.4270552396774292, 0.5991077423095703, 0.58788001537323], [0.24454037845134735, 0.003482714295387268, 0.35817867517471313, 0.05215506628155708], [0.48080506920814514, 0.0049178823828697205, 0.9814202785491943, 0.24983158707618713], [0.2772202491760254, 0.006200455129146576, 0.3704272508621216, 0.046474769711494446], [0.003450930118560791, 0.7243260145187378, 0.4386202394962311, 0.9925425052642822]]
986ae770-def6-4df5-9382-83dc77e6baf2/0014	[2, 1, 2, 1, 2]	[0.9987842440605164, 0.00121765723451972, 0.0006498910952359438, 0.0002900740073528141, 0.00016800656158011407]	[[0.36946845054626465, 0.4346034526824951, 0.4160264730453491, 0.46027618646621704], [0.36946845054626465, 0.4346034526824951, 0.4160264730453491, 0.46027618646621704], [0.3453693091869354, 0.5455532073974609, 0.38699451088905334, 0.5713709592819214], [0.35768991708755493, 0.005607781931757927, 0.8320673108100891, 0.051724761724472046], [0.33406299352645874, 0.36935824155807495, 0.45266956090927124, 0.5564106106758118]]
986ae770-def6-4df5-9382-83dc77e6baf2/0130	[1, 2, 1, 2, 2]	[0.9916914701461792, 0.006645559333264828, 0.001033140579238534, 0.0008713129791431129, 0.0006138968165032566]	[[0.38930079340934753, 0.34376102685928345, 0.4477023780345917, 0.40353041887283325], [0.010767340660095215, 0.10155758261680603, 0.42659318447113037, 0.5689066648483276], [0.22708946466445923, 0.9166184067726135, 0.48874640464782715, 1.0], [0.22708946466445923, 0.9166184067726135, 0.48874640464782715, 1.0], [0.0, 0.11905333399772644, 0.30103784799575806, 0.594428539276123]]
65dea526-0728-4260-8075-fcf76c96fca9/0041	[1, 2, 1, 2, 2]	[0.994779109954834, 0.00027311037410981953, 0.00019341371080372483, 0.0001668213080847636, 0.00011794416786869988]	[[0.3897853195667267, 0.5629886984825134, 0.41856512427330017, 0.6013413071632385], [0.025514990091323853, 0.0324147492647171, 0.32116028666496277, 0.5257775783538818], [0.4115827977657318, 0.0013713613152503967, 0.9795881509780884, 0.04472389817237854], [0.229281485080719, 0.06504374742507935, 0.3830797076225281, 0.27972713112831116], [0.1432374268770218, 0.01288674958050251, 0.6027471423149109, 0.0664791464805603]]
06acf647-e2e9-4562-aa42-eed217e5bd84/0170	[0, 1, 2, 0, 1]	[0.9999998807907104, 0.00040545727824792266, 0.00034829796641133726, 0.00031167929410003126, 0.00028107574325986207]	[[0.07779601216316223, 0.3729328513145447, 0.5817993879318237, 0.6024770736694336], [0.0, 0.0, 0.44682490825653076, 0.04978584125638008], [0.07779601216316223, 0.3729328513145447, 0.5817993879318237, 0.6024770736694336], [0.09946802258491516, 0.25507426261901855, 0.5809340476989746, 0.5736506581306458], [0.07779601216316223, 0.3729328513145447, 0.5817993879318237, 0.6024770736694336]]
fc26f4db-22c1-49c7-be8d-b769476cdff2/0115	[2, 2, 2, 2, 2]	[0.8465577960014343, 0.0007196320802904665, 0.000522246235050261, 0.00039562536403536797, 0.0003328504099044949]	[[0.35261547565460205, 0.3062410056591034, 0.47917038202285767, 0.4185725748538971], [0.03537094593048096, 0.003889709711074829, 0.6053379774093628, 0.2241644561290741], [0.3686709702014923, 0.9862849712371826, 0.4874800145626068, 1.0], [0.0, 0.18236663937568665, 0.5460926294326782, 0.8011312484741211], [0.34957626461982727, 0.2507368326187134, 0.47530075907707214, 0.40942007303237915]]
e47d46c4-05cd-490d-9aaf-bce1d11d21be/0120	[1, 1, 2, 2, 2]	[0.9627640247344971, 0.028047950938344002, 0.011781401000916958, 0.004229116719216108, 0.003496121382340789]	[[0.3928702473640442, 0.40406426787376404, 0.45443522930145264, 0.4685297906398773], [0.41166362166404724, 0.2638157904148102, 0.4722009599208832, 0.321218341588974], [0.4279334247112274, 0.006078771315515041, 0.5733694434165955, 0.030361942946910858], [0.47030922770500183, 0.0, 0.5947960019111633, 0.020158372819423676], [0.44010525941848755, 0.023685093969106674, 0.5541364550590515, 0.09527844190597534]]
fc26f4db-22c1-49c7-be8d-b769476cdff2/0164	[2, 2, 2, 2, 2]	[0.39091166853904724, 0.07141992449760437, 0.005218727048486471, 0.0038298105355352163, 0.0009723243420012295]	[[0.3836544156074524, 0.6058326959609985, 0.41225284337997437, 0.6362985372543335], [0.3773109018802643, 0.39516720175743103, 0.4110802114009857, 0.4230826199054718], [0.3805728256702423, 0.5503633618354797, 0.4099339544773102, 0.5805416703224182], [0.38936734199523926, 0.6763303279876709, 0.4239717125892639, 0.7200525999069214], [0.3869515657424927, 0.6468688249588013, 0.41807520389556885, 0.6834276914596558]]
e01aefe6-f367-4c00-b006-f9327a1ffc5f/0030	[2, 2, 2, 0, 2]	[0.9615507125854492, 0.008195328526198864, 0.0049971467815339565, 0.004712085705250502, 0.004316521808505058]	[[0.42328786849975586, 0.5055197477340698, 0.455564022064209, 0.5273946523666382], [0.0, 0.1135721281170845, 0.03739938884973526, 0.2541147768497467], [0.008904874324798584, 0.7570734024047852, 0.1505766361951828, 0.9990479946136475], [0.0, 0.8657684326171875, 0.028174810111522675, 0.9892981052398682], [0.0, 0.8117446899414062, 0.027128029614686966, 0.9447324275970459]]
09da3137-b836-479b-a4c9-5bdfa9b549e0/0136	[1, 2, 2, 2, 2]	[0.9998289346694946, 0.008605437353253365, 0.0003917382564395666, 0.00030177010921761394, 0.00027132994728162885]	[[0.383566290140152, 0.3644329905509949, 0.42202869057655334, 0.4166920781135559], [0.02306954562664032, 0.6788924932479858, 0.3745875954627991, 0.993329644203186], [0.016488462686538696, 0.9458786845207214, 0.503301739692688, 0.9890680909156799], [0.04815685749053955, 0.722953736782074, 0.536177396774292, 0.9901025891304016], [0.383566290140152, 0.3644329905509949, 0.42202869057655334, 0.4166920781135559]]
59bc8d9d-7ab9-4383-ab1b-c5b4941fb6f9/0000	[2, 2, 0, 2, 0]	[0.9983007311820984, 0.00044995904318057, 0.00042959017446264625, 0.0003541570040397346, 0.0002471093903295696]	[[0.35585498809814453, 0.20490525662899017, 0.4192638397216797, 0.2858423888683319], [0.2941204309463501, 0.11888916790485382, 0.4037519693374634, 0.2845577001571655], [0.011261701583862305, 0.6164308190345764, 0.4642907977104187, 1.0], [0.3321337401866913, 0.20137429237365723, 0.40743425488471985, 0.2838335931301117], [0.0, 0.19225522875785828, 0.5408646464347839, 0.8193848133087158]]
630f5200-f86e-490f-8764-1ecf1d398f5b/0047	[2, 1, 1, 1, 1]	[0.9542123675346375, 0.0040062787011265755, 0.0005844702827744186, 0.0005376405897550285, 0.0005176722770556808]	[[0.3793889880180359, 0.5003339648246765, 0.43270862102508545, 0.5175119042396545], [0.3145565986633301, 0.003003247082233429, 0.6093283891677856, 0.14902636408805847], [0.08609887957572937, 0.0, 0.8315472602844238, 0.0869114100933075], [0.14605042338371277, 0.011304855346679688, 0.6128711700439453, 0.3060952425003052], [0.09104810655117035, 0.0032790005207061768, 0.47877490520477295, 0.28117087483406067]]
630f5200-f86e-490f-8764-1ecf1d398f5b/0045	[2, 0, 0, 0, 2]	[0.9864435195922852, 0.006644054781645536, 0.002048301277682185, 0.0009654615423642099, 0.0008613203535787761]	[[0.3878759443759918, 0.5076352953910828, 0.44312766194343567, 0.5259471535682678], [0.028150781989097595, 0.0017506852746009827, 0.29620295763015747, 0.1601845622062683], [0.009551987051963806, 0.008764438331127167, 0.31646668910980225, 0.08633514493703842], [0.024411723017692566, 0.03620428591966629, 0.28531134128570557, 0.20949554443359375], [0.0, 0.0048242006450891495, 0.06816364824771881, 0.06299814581871033]]
b38d6b73-db94-4345-b313-0aee58588ded/0053	[1, 2, 1, 1, 2]	[0.9989097118377686, 0.00046820551506243646, 0.0003938324807677418, 0.0003874033864121884, 0.00020573276560753584]	[[0.39397260546684265, 0.4160468578338623, 0.439725786447525, 0.4644489884376526], [0.39397260546684265, 0.4160468578338623, 0.439725786447525, 0.4644489884376526], [0.3643622100353241, 0.3671708106994629, 0.4511549174785614, 0.5574695467948914], [0.29473379254341125, 0.3938245177268982, 0.5114092230796814, 0.5001548528671265], [0.0, 0.9587666988372803, 0.0328616127371788, 0.9968479871749878]]
1fcce361-ab48-46a4-bbfb-f73bd4bf40e4/0110	[1, 2, 2, 1, 0]	[0.9999034404754639, 0.0013704401208087802, 0.0007231918862089515, 0.00040997512405738235, 0.0002880140673369169]	[[0.3802231550216675, 0.41206079721450806, 0.5259754061698914, 0.5036097764968872], [0.5348039865493774, 0.001077398657798767, 0.7164993286132812, 0.03562368452548981], [0.5529667139053345, 0.033193621784448624, 0.684562087059021, 0.10986769199371338], [0.14640623331069946, 0.20752432942390442, 0.8315268754959106, 0.867759108543396], [0.044460445642471313, 0.4603107273578644, 0.1174374371767044, 0.5466808676719666]]
400a07ae-a945-41de-8a94-b0bf655474e5/0035	[1, 0, 2, 0, 1]	[0.9999998807907104, 0.0014437971403822303, 0.0005369290011003613, 0.00011487179290270433, 9.02796964510344e-05]	[[0.22082817554473877, 0.24174292385578156, 0.7805846929550171, 0.5789180397987366], [0.22680583596229553, 0.23918546736240387, 0.7811973094940186, 0.5886970162391663], [0.22680583596229553, 0.23918546736240387, 0.7811973094940186, 0.5886970162391663], [0.2261991947889328, 0.004943454638123512, 0.44144415855407715, 0.0335722491145134], [0.6196284294128418, 0.9384679198265076, 1.0, 1.0]]
986ae770-def6-4df5-9382-83dc77e6baf2/0049	[1, 2, 1, 2, 2]	[0.9005340337753296, 0.024755612015724182, 0.00961304735392332, 0.009414265863597393, 0.008033058606088161]	[[0.39582914113998413, 0.35706016421318054, 0.4309104084968567, 0.38167014718055725], [0.007280774414539337, 0.6535824537277222, 0.10580788552761078, 1.0], [0.009581267833709717, 0.6058017611503601, 0.35881978273391724, 1.0], [0.0, 0.8224499225616455, 0.2445065975189209, 0.9974716901779175], [0.0029847510159015656, 0.5456833839416504, 0.10788096487522125, 0.9288362264633179]]
06acf647-e2e9-4562-aa42-eed217e5bd84/0100	[0, 2, 1, 2, 0]	[0.9999998807907104, 0.001259157434105873, 0.0006029540672898293, 0.0005603122408501804, 0.00027033171500079334]	[[0.05583524703979492, 0.3580080270767212, 0.5912253260612488, 0.6019927263259888], [0.805726170539856, 0.7642199397087097, 1.0, 1.0], [0.05721661448478699, 0.35100477933883667, 0.5948147773742676, 0.6074853539466858], [0.06328576803207397, 0.35057732462882996, 0.594450056552887, 0.6001309156417847], [0.10906381905078888, 0.2969309687614441, 0.5201367735862732, 0.661201536655426]]
1dac619e-4123-42e9-bf11-8df2db3facf7/0069	[1, 2, 0, 2, 1]	[0.8586108088493347, 0.0029503353871405125, 0.001813759095966816, 0.0016638340894132853, 0.0011179267894476652]	[[0.4579929709434509, 0.5845353603363037, 0.5011210441589355, 0.6335128545761108], [0.0, 0.0559510737657547, 0.017829598858952522, 0.1863090544939041], [0.0, 0.0559510737657547, 0.017829598858952522, 0.1863090544939041], [0.0, 0.11562953889369965, 0.014254028908908367, 0.2498498409986496], [0.1326441764831543, 0.18733659386634827, 0.8674925565719604, 0.8740638494491577]]
4d5aa6f5-6d2e-444a-8960-e73c62cde93f/0075	[2, 1, 0, 0, 2]	[0.9999135732650757, 0.02328123152256012, 0.0005744787049479783, 0.00022527086548507214, 0.0002244679199066013]	[[0.2803887128829956, 0.4783676862716675, 0.5334813594818115, 0.6794166564941406], [0.2803887128829956, 0.4783676862716675, 0.5334813594818115, 0.6794166564941406], [0.2844911813735962, 0.48284146189689636, 0.5368620157241821, 0.6781048774719238], [0.2847154438495636, 0.9724697470664978, 0.42732366919517517, 1.0], [0.32077670097351074, 0.0014808904379606247, 0.3871000409126282, 0.042113400995731354]]
65d44631-a35a-4315-a509-2cdc695ff0f6/0035	[0, 2, 1, 2, 2]	[0.755663275718689, 0.0021628167014569044, 0.0015641371719539165, 0.001517942757345736, 0.0011420644586905837]	[[0.3848120868206024, 0.25969961285591125, 0.4405861794948578, 0.2936526834964752], [0.00411326065659523, 0.0, 0.08509740233421326, 0.45918798446655273], [0.00411326065659523, 0.0, 0.08509740233421326, 0.45918798446655273], [0.002260953187942505, 0.010944679379463196, 0.18073730170726776, 0.44758880138397217], [0.004174764268100262, 0.11027563363313675, 0.026094838976860046, 0.2569730877876282]]
f9609d68-b897-4889-b67b-74bcf31b14f3/0045	[1, 2, 1, 1, 2]	[0.9995455145835876, 0.002114389091730118, 0.0003824160376098007, 0.00023239948495756835, 0.00018001908028963953]	[[0.3382720649242401, 0.6181615591049194, 0.44736793637275696, 0.8328288793563843], [0.05447249114513397, 0.004952756687998772, 0.47067010402679443, 0.04695812612771988], [0.3700442910194397, 0.0, 0.5296407341957092, 0.01945360377430916], [0.1281028389930725, 0.18682822585105896, 0.8370421528816223, 0.8627960681915283], [0.03778520226478577, 0.004061125218868256, 0.41654470562934875, 0.1279495358467102]]
215d6826-a20a-45f7-aa3c-67f88fbbcb1e/0077	[1, 2, 2, 2, 2]	[0.9995691180229187, 0.006071050651371479, 0.0006932297837920487, 0.0005235513090156019, 0.00046946716611273587]	[[0.4373674690723419, 0.2952258884906769, 0.4924522936344147, 0.3688606321811676], [0.14533677697181702, 0.938445508480072, 0.4768892228603363, 1.0], [0.1562947779893875, 0.8700937032699585, 0.4526441693305969, 1.0], [0.5691307783126831, 0.1556541919708252, 0.6354008913040161, 0.20721739530563354], [0.02853311598300934, 0.6630654335021973, 0.3903401494026184, 0.991885781288147]]
6b08aacf-49fe-445b-8085-41d09f937be5/0066	[2, 0, 2, 2, 2]	[0.957274854183197, 0.0014725918881595135, 0.0013370697852224112, 0.0011784323723986745, 0.0005417322390712798]	[[0.3798712193965912, 0.8615155816078186, 0.45573171973228455, 0.9888601899147034], [0.33298471570014954, 0.004337247461080551, 0.4493863880634308, 0.05771879106760025], [0.06091144680976868, 0.2506811022758484, 0.47597840428352356, 0.6840381622314453], [0.34490886330604553, 0.8507485389709473, 0.4881840646266937, 0.9960129261016846], [0.0, 0.2579125165939331, 0.30014467239379883, 0.7137435078620911]]
65725892-b191-4d0c-831c-5f4f84a3b0a9/0005	[1, 2, 1, 1, 0]	[0.9975119829177856, 0.0024851616472005844, 0.002170000458136201, 0.0015181415947154164, 0.0013873984571546316]	[[0.05409100651741028, 0.0, 0.779319167137146, 0.3547520041465759], [0.05409100651741028, 0.0, 0.779319167137146, 0.3547520041465759], [0.1587473601102829, 0.0035059042274951935, 0.6375516653060913, 0.042467258870601654], [0.0800480842590332, 0.0028205960988998413, 0.7847604751586914, 0.09040793776512146], [0.05289351940155029, 0.0027221888303756714, 0.7741672992706299, 0.36788904666900635]]
686f98de-0c48-4746-80ba-3242c0f254e1/0012	[0, 0, 2, 0, 0]	[0.9940159320831299, 0.10060610622167587, 0.014387325383722782, 0.010066105984151363, 0.005320049822330475]	[[0.2435368001461029, 0.7850981950759888, 0.44252708554267883, 0.9458624124526978], [0.35379600524902344, 0.39247164130210876, 0.4081863760948181, 0.43813249468803406], [0.24376367032527924, 0.7866140604019165, 0.43679559230804443, 0.9419565200805664], [0.3343949615955353, 0.41183286905288696, 0.3904317319393158, 0.45687705278396606], [0.34555649757385254, 0.40737003087997437, 0.40518486499786377, 0.45165109634399414]]
6d179946-a669-4f32-8438-145a0f80886c/0026	[2, 2, 2, 0, 2]	[0.9377260208129883, 0.0008101287530735135, 0.00032722626929171383, 0.0002881810942199081, 0.0002836728817783296]	[[0.3497192859649658, 0.899869978427887, 0.42468661069869995, 1.0], [0.21313348412513733, 0.9338688254356384, 0.47916582226753235, 1.0], [0.30117884278297424, 0.8969593048095703, 0.4736240804195404, 1.0], [0.3497192859649658, 0.899869978427887, 0.42468661069869995, 1.0], [0.024854540824890137, 0.656244158744812, 0.35494402050971985, 0.9878354072570801]]
bc097e0a-99bf-438d-9826-5ba0f228ea34/0064	[1, 2, 2, 1, 1]	[0.2969801723957062, 0.0006836163229309022, 0.0006129435496404767, 0.0003144403453916311, 0.00021440924319904298]	[[0.3888724148273468, 0.42874982953071594, 0.42019471526145935, 0.45627060532569885], [0.022371798753738403, 0.6401364803314209, 0.3882707953453064, 1.0], [0.04792879521846771, 0.18293432891368866, 0.4652565121650696, 0.6557340025901794], [0.34583181142807007, 0.9521710276603699, 0.40778660774230957, 1.0], [0.36026233434677124, 0.35051989555358887, 0.44537657499313354, 0.5647043585777283]]
59bc8d9d-7ab9-4383-ab1b-c5b4941fb6f9/0015	[1, 2, 2, 2, 1]	[0.9993071556091309, 0.0007019646582193673, 0.0006057866266928613, 0.00023132575734052807, 0.00021430887863971293]	[[0.4040704667568207, 0.363844096660614, 0.471733957529068, 0.4227260947227478], [0.03381966054439545, 0.561710000038147, 0.44736194610595703, 0.988883376121521], [0.05046200752258301, 0.707756519317627, 0.555654764175415, 0.9825273752212524], [0.02764195203781128, 0.8324641585350037, 0.5448011755943298, 0.9933235049247742], [0.18133558332920074, 0.9131079316139221, 0.5107496380805969, 0.9918736815452576]]
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0090	[1, 1, 2, 1, 1]	[0.9998964071273804, 0.00044346528011374176, 0.00016389576194342226, 0.0001069643403752707, 0.00010251556523144245]	[[0.34019094705581665, 0.3488086462020874, 0.6655345559120178, 0.5871521234512329], [0.13846492767333984, 0.17374613881111145, 0.8617494106292725, 0.8871999979019165], [0.34163644909858704, 0.9023995995521545, 0.3813723027706146, 0.9618533253669739], [0.3651900589466095, 0.0009167566895484924, 0.930841326713562, 0.028142740949988365], [0.37450599670410156, 0.04912751913070679, 0.6922043561935425, 0.4710921049118042]]
fc26f4db-22c1-49c7-be8d-b769476cdff2/0003	[1, 1, 2, 1, 1]	[0.9999804496765137, 0.000846457201987505, 0.0007871466805227101, 0.0005558321136049926, 0.0005120843416079879]	[[0.39195913076400757, 0.35534006357192993, 0.6434549689292908, 0.5650502443313599], [0.4391022026538849, 0.0006743986159563065, 0.5518746376037598, 0.03830371052026749], [0.3913775682449341, 0.35325127840042114, 0.6433171033859253, 0.5658310651779175], [0.36485254764556885, 0.0, 0.8615642786026001, 0.04427351802587509], [0.40691861510276794, 0.001028193160891533, 0.4757694900035858, 0.03182460367679596]]
047b864f-0753-448b-9483-f990ae41abaf/0040	[1, 2, 1, 1, 1]	[0.8451030850410461, 0.011299415491521358, 0.0034629805013537407, 0.0014480705140158534, 0.0007768720388412476]	[[0.4131937325000763, 0.37091532349586487, 0.4550395905971527, 0.41050150990486145], [0.1953744739294052, 0.930106520652771, 0.5504622459411621, 1.0], [0.39812228083610535, 0.36643803119659424, 0.45116111636161804, 0.41272664070129395], [0.16136881709098816, 0.17885500192642212, 0.9043477773666382, 0.8668825030326843], [0.011736229062080383, 0.02934291958808899, 0.40601277351379395, 0.45448166131973267]]
07fd6b85-0486-4790-ad35-a90a6b79c66c/0054	[2, 1, 2, 2, 2]	[0.9979015588760376, 0.00205172854475677, 0.0010666389716789126, 0.0006284517585299909, 0.0006167266401462257]	[[0.39419421553611755, 0.5871560573577881, 0.4354752004146576, 0.648290753364563], [0.38694292306900024, 0.8808482885360718, 0.4375585913658142, 0.9534593820571899], [0.40833592414855957, 0.002567162737250328, 0.4711517095565796, 0.04168347269296646], [0.4033418297767639, 0.30448290705680847, 0.4462990164756775, 0.3536279499530792], [0.0223071426153183, 0.6587008833885193, 0.36772578954696655, 0.9907563328742981]]
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0100	[1, 0, 2, 2, 2]	[0.9999967813491821, 0.0008190309745259583, 0.0007349373190663755, 0.0005531671340577304, 0.00044345465721562505]	[[0.3494053781032562, 0.3318721652030945, 0.6724866628646851, 0.5779921412467957], [0.3443143963813782, 0.33385780453681946, 0.6689724326133728, 0.5783073902130127], [0.33388644456863403, 0.9353482723236084, 0.3763353228569031, 0.9983228445053101], [0.025542542338371277, 0.6628109216690063, 0.3738700747489929, 0.989667534828186], [0.3380410373210907, 0.8884424567222595, 0.3810552656650543, 0.9646010994911194]]
435ebc5b-40e8-401c-9816-8f584427f82c/0081	[1, 2, 0, 0, 0]	[0.9997617602348328, 0.2313622683286667, 0.009753664024174213, 0.007180348038673401, 0.007045064587146044]	[[0.3821375370025635, 0.2924470007419586, 0.4745955467224121, 0.3878922760486603], [0.2908571660518646, 0.9555666446685791, 0.36593589186668396, 0.9968117475509644], [0.18069083988666534, 0.0051001328974962234, 0.30932527780532837, 0.047699108719825745], [0.11529042571783066, 0.004660585895180702, 0.2648005187511444, 0.04191969335079193], [0.07056361436843872, 0.0029471106827259064, 0.5271629691123962, 0.0639430582523346]]
6a435008-ce2b-4991-b66b-93aa4a084e05/0105	[1, 1, 0, 2, 2]	[0.9999858140945435, 0.0007785852067172527, 0.0007075158646330237, 0.00028917714371345937, 0.0002136288967449218]	[[0.37356215715408325, 0.3645695149898529, 0.6601610779762268, 0.5873390436172485], [0.14645177125930786, 0.18857628107070923, 0.8749869465827942, 0.8640665411949158], [0.3753753900527954, 0.36445730924606323, 0.6589498519897461, 0.5869797468185425], [0.37356215715408325, 0.3645695149898529, 0.6601610779762268, 0.5873390436172485], [0.015086978673934937, 0.41224199533462524, 0.31140610575675964, 0.9295849204063416]]
2ff64915-103c-4924-a543-f4c7a16832e0/0008	[1, 0, 0, 0, 0]	[0.9981399774551392, 0.0002719924959819764, 0.00024318716896232218, 0.00021703580569010228, 0.00020132256031502038]	[[0.4516123831272125, 0.8894866704940796, 0.5499109029769897, 1.0], [0.11522315442562103, 0.0, 0.4879363775253296, 0.48884886503219604], [0.016524285078048706, 0.14161893725395203, 0.7067196369171143, 0.8662835359573364], [0.0803212821483612, 0.10753026604652405, 0.4829902946949005, 0.8910623788833618], [0.07691499590873718, 0.5175539255142212, 0.731562614440918, 0.9110442399978638]]
986ae770-def6-4df5-9382-83dc77e6baf2/0003	[1, 0, 1, 0, 2]	[0.9999642372131348, 0.00041479605715721846, 0.00024281645892187953, 0.0001582723925821483, 0.0001169595998362638]	[[0.4151512682437897, 0.29720592498779297, 0.5003920793533325, 0.3835292458534241], [0.07959923148155212, 0.07116681337356567, 0.5786439180374146, 0.587704598903656], [0.13336098194122314, 0.18309089541435242, 0.8654910326004028, 0.8939080238342285], [0.07236067950725555, 0.18038442730903625, 0.5716456770896912, 0.7399557828903198], [0.009011104702949524, 0.871326208114624, 0.0716155543923378, 0.9548063278198242]]
1dac619e-4123-42e9-bf11-8df2db3facf7/0054	[1, 1, 2, 1, 2]	[0.9999094009399414, 0.0010921608190983534, 0.00029762458871118724, 0.000181846902705729, 0.00015326762513723224]	[[0.39172452688217163, 0.4364468455314636, 0.42456769943237305, 0.4692520499229431], [0.13457024097442627, 0.2028251588344574, 0.8611883521080017, 0.8832123279571533], [0.006920561194419861, 0.1494133621454239, 0.15868760645389557, 0.4539848566055298], [0.3051280975341797, 0.0, 1.0, 0.03568554297089577], [0.004670090973377228, 0.15148957073688507, 0.06620659679174423, 0.49486595392227173]]
cb65a1e9-c01f-49ce-8e46-0f791aae4bf9/0119	[2, 2, 2, 2, 2]	[0.9243955612182617, 0.09072516113519669, 0.0022858288139104843, 0.002011028118431568, 0.0007866567466408014]	[[0.3927461504936218, 0.4297807812690735, 0.43359875679016113, 0.4635961651802063], [0.024137631058692932, 0.0, 0.41231662034988403, 0.3209010064601898], [0.06209614872932434, 7.012486457824707e-05, 0.8555895090103149, 0.3772837221622467], [0.01929953694343567, 0.5762027502059937, 0.43403223156929016, 1.0], [0.0, 0.22736945748329163, 0.5361827611923218, 0.9205912351608276]]
986ae770-def6-4df5-9382-83dc77e6baf2/0074	[1, 1, 2, 1, 0]	[1.0, 0.0008838821668177843, 0.000445033423602581, 0.0003399307024665177, 0.0003060609451495111]	[[0.2332419902086258, 0.39584285020828247, 0.7013153433799744, 0.6838054060935974], [0.15628686547279358, 0.1705879271030426, 0.8816202878952026, 0.8722187280654907], [0.23231735825538635, 0.39588573575019836, 0.7022356986999512, 0.6907228231430054], [0.8738167881965637, 0.003337569534778595, 0.9965582489967346, 0.23947182297706604], [0.22917422652244568, 0.39969828724861145, 0.7002550363540649, 0.6879818439483643]]
e47d46c4-05cd-490d-9aaf-bce1d11d21be/0116	[2, 1, 1, 2, 0]	[0.9949623346328735, 0.006767442915588617, 0.0016712354263290763, 0.0014055924257263541, 0.0013709265040233731]	[[0.2959130108356476, 0.1747267246246338, 0.5384299755096436, 0.4048174023628235], [0.30608463287353516, 0.1756073385477066, 0.5396051406860352, 0.4060549736022949], [0.24124285578727722, 0.9466859698295593, 0.3902694284915924, 0.9973763823509216], [0.24124285578727722, 0.9466859698295593, 0.3902694284915924, 0.9973763823509216], [0.22400328516960144, 0.006699635647237301, 0.39976122975349426, 0.03738967329263687]]
af3ae5e6-27ef-4699-beb3-f2c72831a594/0006	[1, 1, 2, 2, 1]	[0.999962329864502, 0.0017501934198662639, 0.0008622774039395154, 0.00018577458104118705, 0.0001839879696490243]	[[0.4381001889705658, 0.3900059163570404, 0.4693048298358917, 0.4143236577510834], [0.022704288363456726, 0.910700798034668, 0.3693983554840088, 0.9959248304367065], [0.028520047664642334, 0.9525954723358154, 0.15929220616817474, 0.9972295761108398], [0.0019554346799850464, 0.9194293022155762, 0.3146318197250366, 0.9960402250289917], [0.028520047664642334, 0.9525954723358154, 0.15929220616817474, 0.9972295761108398]]
