guid/image	labels	scores	boxes
3571aea2-3d78-4c77-8058-e2908a858572/0054	[1, 1, 1, 1, 1]	[0.9999817609786987, 0.09790120273828506, 0.03827722370624542, 0.024745367467403412, 0.019790511578321457]	[[0.45868706703186035, 0.5845885276794434, 0.5607786178588867, 0.670204758644104], [0.0, 0.5394822359085083, 0.6058167815208435, 1.0], [0.0, 0.047129154205322266, 0.4383503198623657, 1.0], [0.007191524375230074, 0.7065504193305969, 0.6621516942977905, 0.9998945593833923], [0.018110068514943123, 0.341246634721756, 0.5484755635261536, 0.8683872222900391]]
65dea526-0728-4260-8075-fcf76c96fca9/0084	[1, 1, 1, 1, 1]	[0.9999488592147827, 0.020567571744322777, 0.01712133176624775, 0.007753413170576096, 0.005262745078653097]	[[0.40250256657600403, 0.3263998329639435, 0.4294983744621277, 0.35065534710884094], [0.0027252929285168648, 0.3023090660572052, 0.39967891573905945, 1.0], [0.0, 0.0, 0.37862974405288696, 0.5115145444869995], [0.6471825242042542, 0.0, 1.0, 0.3885740041732788], [0.5129984021186829, 0.0, 1.0, 0.24446824193000793]]
3571aea2-3d78-4c77-8058-e2908a858572/0028	[1, 1, 1, 1, 1]	[0.9999939203262329, 0.0691307783126831, 0.0681864321231842, 0.029968202114105225, 0.020113013684749603]	[[0.4057166576385498, 0.5308786034584045, 0.4486536383628845, 0.5653606057167053], [0.0, 0.5564405918121338, 0.5294876098632812, 0.9903233051300049], [0.0, 0.035243093967437744, 0.42742010951042175, 1.0], [0.0, 0.5631343722343445, 0.8176888823509216, 1.0], [0.0, 0.7786293029785156, 0.6797081232070923, 1.0]]
65725892-b191-4d0c-831c-5f4f84a3b0a9/0026	[0, 1, 1, 1, 1]	[0.9986521601676941, 0.06457344442605972, 0.039317868649959564, 0.011335170827805996, 0.005583434831351042]	[[0.36568740010261536, 0.7509075999259949, 0.3891821503639221, 0.7664418816566467], [0.0, 0.0, 0.3832321763038635, 0.7769471406936646], [0.0017181450966745615, 0.0, 0.36792221665382385, 0.39219367504119873], [0.6250163912773132, 0.0, 1.0, 0.4900040626525879], [0.48812612891197205, 0.0013544559478759766, 1.0, 0.2882152199745178]]
65dea526-0728-4260-8075-fcf76c96fca9/0026	[1, 1, 1, 1, 1]	[0.9999910593032837, 0.055503442883491516, 0.054935310035943985, 0.013327709399163723, 0.012160581536591053]	[[0.3913044035434723, 0.5609936714172363, 0.41791388392448425, 0.5982109308242798], [0.0, 0.0, 0.393191933631897, 0.7949283123016357], [0.0, 0.23210406303405762, 0.3947424292564392, 1.0], [0.01647672802209854, 0.793272852897644, 0.7247128486633301, 1.0], [0.0004592678742483258, 0.5587952136993408, 0.38710135221481323, 1.0]]
fc26f4db-22c1-49c7-be8d-b769476cdff2/0133	[1, 1, 1, 1, 1]	[0.999971866607666, 0.0824664831161499, 0.02908715046942234, 0.01703805662691593, 0.015170319937169552]	[[0.3940735459327698, 0.46929696202278137, 0.42637985944747925, 0.4928102195262909], [0.0, 0.010070204734802246, 0.4302917420864105, 1.0], [0.0, 0.5478174686431885, 0.40981942415237427, 1.0], [0.0, 0.0, 1.0, 0.1808944046497345], [0.0, 0.0, 0.39723441004753113, 0.41112929582595825]]
db3d52ee-4a97-41cc-b73d-b5d696f915ea/0005	[2, 1, 1, 1, 1]	[0.9999074935913086, 0.034134067595005035, 0.01463319081813097, 0.010078134946525097, 0.008427285589277744]	[[0.38421738147735596, 0.46975693106651306, 0.46214309334754944, 0.5203719139099121], [0.0, 0.0, 0.4083070755004883, 1.0], [0.005240228958427906, 0.5593396425247192, 0.39692240953445435, 1.0], [0.020617904141545296, 0.6134956479072571, 0.7259035706520081, 1.0], [0.0, 0.0, 0.39962780475616455, 0.518100917339325]]
cb65a1e9-c01f-49ce-8e46-0f791aae4bf9/0023	[2, 1, 1, 1, 1]	[0.9999545812606812, 0.095814049243927, 0.06251548230648041, 0.04785795137286186, 0.04066967964172363]	[[0.38764944672584534, 0.36866462230682373, 0.44228944182395935, 0.40893155336380005], [0.0, 0.0, 0.3969773054122925, 0.8744687438011169], [0.0, 0.5529788732528687, 0.5640870332717896, 1.0], [0.0, 0.37386617064476013, 0.4187529385089874, 1.0], [0.0, 0.0, 0.38541921973228455, 0.3867546617984772]]
65dea526-0728-4260-8075-fcf76c96fca9/0032	[1, 1, 1, 1, 1]	[0.9999867677688599, 0.06489148736000061, 0.0418982058763504, 0.028776220977306366, 0.010972998104989529]	[[0.28420040011405945, 0.3672344386577606, 0.659951388835907, 0.7321857213973999], [0.00418124720454216, 0.19908371567726135, 0.41877955198287964, 1.0], [0.0, 0.03689765930175781, 0.6923580169677734, 0.5787807703018188], [0.0, 0.0, 0.39610353112220764, 0.8452039361000061], [0.0, 0.0, 0.4015580117702484, 0.3875470757484436]]
07fd6b85-0486-4790-ad35-a90a6b79c66c/0025	[2, 1, 1, 1, 1]	[0.9998800754547119, 0.03997137024998665, 0.021286504343152046, 0.019919656217098236, 0.01919698715209961]	[[0.39613649249076843, 0.4960177540779114, 0.42536982893943787, 0.515032947063446], [0.0, 0.0, 0.42558297514915466, 0.963232159614563], [0.0, 0.0, 0.3773370087146759, 0.39470916986465454], [0.0, 0.5356430411338806, 0.4106210768222809, 1.0], [0.0008470118627883494, 0.0, 0.5077893733978271, 0.25860726833343506]]
07fd6b85-0486-4790-ad35-a90a6b79c66c/0089	[2, 1, 1, 1, 1]	[0.9817343950271606, 0.10926634073257446, 0.024923529475927353, 0.018618054687976837, 0.012743513099849224]	[[0.3935486972332001, 0.4264875054359436, 0.4259372353553772, 0.4382234215736389], [0.0, 0.0, 0.40716099739074707, 0.7827436923980713], [0.0, 0.0, 0.39804306626319885, 0.38289737701416016], [0.0037998449988663197, 0.46628060936927795, 0.5230451822280884, 1.0], [0.48989954590797424, 0.0, 1.0, 0.21769806742668152]]
06084349-6a34-4e47-8fab-e7a7ca3cbdd8/0089	[1, 1, 1, 1, 1]	[0.9999616146087646, 0.04745073243975639, 0.022303707897663116, 0.013918554410338402, 0.011857785284519196]	[[0.4192602038383484, 0.37832140922546387, 0.44294238090515137, 0.40654855966567993], [0.0, 0.0, 0.4167404770851135, 0.8306194543838501], [0.0, 0.36631569266319275, 0.39602380990982056, 1.0], [0.007846053689718246, 0.5405353307723999, 0.5300036072731018, 0.9644869565963745], [0.004820449277758598, 0.1614587903022766, 0.5163096189498901, 0.7144054770469666]]
06acf647-e2e9-4562-aa42-eed217e5bd84/0052	[0, 1, 1, 1, 1]	[0.9999513626098633, 0.02530643530189991, 0.01658073253929615, 0.015055342577397823, 0.009882758371531963]	[[0.044578567147254944, 0.3691823482513428, 0.5765485167503357, 0.6221619844436646], [0.0, 0.06255388259887695, 0.554639995098114, 0.8661898374557495], [0.0, 0.0, 1.0, 0.17733387649059296], [0.0, 0.0, 0.5191192030906677, 0.4407235085964203], [0.0, 0.0, 0.72831130027771, 0.27389249205589294]]
09da3137-b836-479b-a4c9-5bdfa9b549e0/0070	[1, 1, 1, 1, 1]	[0.9999922513961792, 0.04764072224497795, 0.016905108466744423, 0.011496482416987419, 0.01090754009783268]	[[0.3577871024608612, 0.3421269953250885, 0.713349461555481, 0.6277328729629517], [0.0, 0.0, 0.42190203070640564, 0.9433258175849915], [0.0, 0.0, 0.43155336380004883, 0.5683919191360474], [0.0, 0.7165399789810181, 0.9263587594032288, 1.0], [0.0, 0.34578073024749756, 0.41949376463890076, 1.0]]
1fcce361-ab48-46a4-bbfb-f73bd4bf40e4/0021	[1, 1, 1, 1, 1]	[0.9999797344207764, 0.06524645537137985, 0.020128654316067696, 0.008415279909968376, 0.007857191376388073]	[[0.37569135427474976, 0.593333899974823, 0.4307872951030731, 0.6960338950157166], [0.0013453618157655, 0.0, 0.38748642802238464, 0.5803903937339783], [0.0, 0.41453394293785095, 0.3739836513996124, 1.0], [0.02142488583922386, 0.8002545237541199, 0.7679382562637329, 1.0], [0.0, 0.0, 0.7507305145263672, 0.4143331050872803]]
bc097e0a-99bf-438d-9826-5ba0f228ea34/0018	[2, 1, 1, 1, 1]	[0.999994158744812, 0.11690187454223633, 0.03810463100671768, 0.008224439807236195, 0.007663288619369268]	[[0.3454746603965759, 0.4881021976470947, 0.4319245517253876, 0.5239760875701904], [0.0, 0.0, 0.41168680787086487, 0.7900475263595581], [0.30516380071640015, 0.9609628915786743, 0.34097400307655334, 1.0], [0.0031684618443250656, 0.0, 0.3999601900577545, 0.3758794665336609], [0.004418354481458664, 0.5122267007827759, 0.41029906272888184, 1.0]]
400a07ae-a945-41de-8a94-b0bf655474e5/0120	[1, 1, 1, 1, 1]	[0.9999667406082153, 0.07228613644838333, 0.043486665934324265, 0.02649953030049801, 0.007324449252337217]	[[0.32913440465927124, 0.8764561414718628, 0.43045753240585327, 1.0], [0.0, 0.27098020911216736, 0.41292235255241394, 1.0], [0.00023025053087621927, 0.5405995845794678, 0.39478960633277893, 1.0], [0.0, 0.0, 0.40759482979774475, 0.542720377445221], [0.6509782075881958, 0.0, 1.0, 0.35623687505722046]]
435ebc5b-40e8-401c-9816-8f584427f82c/0029	[1, 1, 1, 1, 1]	[0.9999868869781494, 0.022283334285020828, 0.015639329329133034, 0.015011916868388653, 0.013341509737074375]	[[0.42200928926467896, 0.30116862058639526, 0.48862534761428833, 0.38960474729537964], [0.0, 0.0, 0.41172605752944946, 0.7970454692840576], [0.0, 0.7794622778892517, 0.7251982688903809, 1.0], [0.0, 0.5582146644592285, 0.7243315577507019, 1.0], [0.033380620181560516, 0.0, 0.5449621081352234, 0.25425785779953003]]
c6b38078-47e9-41e4-913a-c082736fb1cf/0133	[0, 1, 2, 1, 0]	[0.9912338852882385, 0.046396445482969284, 0.04059867933392525, 0.013969912193715572, 0.012733050622045994]	[[0.3502078652381897, 0.10107728838920593, 0.4453774392604828, 0.20523139834403992], [0.0, 0.3495880961418152, 0.3964689075946808, 1.0], [0.3543252944946289, 0.11127990484237671, 0.4400392472743988, 0.19460949301719666], [0.0, 0.0, 0.37280869483947754, 0.4073599576950073], [0.3562350273132324, 0.13089337944984436, 0.44076573848724365, 0.19218674302101135]]
1fcce361-ab48-46a4-bbfb-f73bd4bf40e4/0085	[1, 1, 1, 1, 1]	[0.9999942779541016, 0.08089388161897659, 0.0280997846275568, 0.02805454470217228, 0.027630284428596497]	[[0.37531226873397827, 0.5090678334236145, 0.4930599331855774, 0.6062275767326355], [0.0, 0.026180684566497803, 0.41952812671661377, 1.0], [0.012594315223395824, 0.574226975440979, 0.3800754249095917, 1.0], [0.0, 0.0, 0.40952184796333313, 0.5166691541671753], [0.00490701524540782, 0.457194447517395, 0.5143137574195862, 0.9856735467910767]]
af3ae5e6-27ef-4699-beb3-f2c72831a594/0221	[1, 1, 1, 1, 1]	[0.9999808073043823, 0.08847416937351227, 0.07908952981233597, 0.0435638502240181, 0.024683961644768715]	[[0.35312312841415405, 0.42472365498542786, 0.7454144954681396, 0.7208982706069946], [0.0009403940639458597, 0.08708453178405762, 0.4165017008781433, 1.0], [0.0, 0.5272645950317383, 0.7995344400405884, 1.0], [0.0, 0.0, 0.41820254921913147, 0.5367209315299988], [0.03224756941199303, 0.0, 0.8532475233078003, 0.47851884365081787]]
af3ae5e6-27ef-4699-beb3-f2c72831a594/0117	[1, 1, 1, 1, 1]	[0.9999760389328003, 0.08805713802576065, 0.015859123319387436, 0.01544612180441618, 0.01432621106505394]	[[0.3989788591861725, 0.5246206521987915, 0.43145498633384705, 0.5545802116394043], [0.0, 0.0, 0.4060475528240204, 0.8442926406860352], [0.0, 0.8039385080337524, 0.9699999690055847, 1.0], [0.0, 0.6502918601036072, 0.7449766993522644, 1.0], [0.0, 0.0, 0.3826936185359955, 0.3948877155780792]]
856ab9c9-3131-4941-81d8-8e318b2857f7/0087	[1, 1, 1, 1, 1]	[0.9999805688858032, 0.06266435980796814, 0.01103623304516077, 0.007722888607531786, 0.00624840660020709]	[[0.4038427174091339, 0.4132547676563263, 0.44319024682044983, 0.4501504600048065], [0.0, 0.23434937000274658, 0.414214551448822, 1.0], [0.0, 0.5376497507095337, 0.38340723514556885, 1.0], [0.016465073451399803, 0.5151939392089844, 0.6524676084518433, 1.0], [0.0, 0.0, 0.4140532314777374, 0.4891579747200012]]
084a477e-a429-49bf-9463-f995cd5ea0e5/0021	[1, 1, 1, 1, 1]	[0.9999818801879883, 0.14824806153774261, 0.058690015226602554, 0.05570444092154503, 0.029145056381821632]	[[0.413788378238678, 0.4092152416706085, 0.6522060036659241, 0.5967135429382324], [0.0004191966145299375, 0.0, 0.5220586657524109, 0.395675390958786], [0.0, 0.4499002993106842, 0.7971365451812744, 0.9950323104858398], [0.0, 0.0, 0.8403399586677551, 0.5493733882904053], [0.0, 0.5563827157020569, 0.3804153800010681, 1.0]]
b192bc1d-aab7-43d2-a367-19efe2d834c2/0017	[1, 1, 1, 1, 1]	[0.9999933242797852, 0.2366706281900406, 0.02333483286201954, 0.01289383601397276, 0.009942896664142609]	[[0.3839878439903259, 0.5246124863624573, 0.508382260799408, 0.611928403377533], [0.0, 0.39055100083351135, 0.4165608584880829, 1.0], [0.0, 0.0, 0.38622593879699707, 0.3543827533721924], [0.01624922826886177, 0.6764678359031677, 0.4927501082420349, 0.9969199299812317], [0.6565855741500854, 0.0, 1.0, 0.3516329526901245]]
937869c5-e3b8-42d0-a0ef-5fe03e88c26f/0134	[2, 1, 1, 2, 1]	[0.9998058676719666, 0.08921652287244797, 0.03713865205645561, 0.024827895686030388, 0.010407283902168274]	[[0.3916328549385071, 0.4378714859485626, 0.4157005250453949, 0.45914915204048157], [0.0, 0.015118598937988281, 0.4243359863758087, 1.0], [0.0, 0.0, 0.3946601152420044, 0.3940127193927765], [0.39306265115737915, 0.2461327761411667, 0.42689260840415955, 0.2661099135875702], [0.49071183800697327, 0.0, 1.0, 0.2334633767604828]]
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0070	[1, 1, 1, 1, 1]	[0.9999936819076538, 0.028073426336050034, 0.02596842311322689, 0.01606583409011364, 0.009132844395935535]	[[0.3810381591320038, 0.40393486618995667, 0.5970087051391602, 0.5682618021965027], [0.0, 0.0, 0.5436872243881226, 0.256660133600235], [0.003702763468027115, 0.6906628012657166, 0.4984331429004669, 1.0], [0.0, 0.5534445643424988, 0.3780861794948578, 1.0], [0.004094640724360943, 0.0, 0.6158851981163025, 0.3972078263759613]]
084a477e-a429-49bf-9463-f995cd5ea0e5/0024	[1, 1, 1, 1, 1]	[0.9999861717224121, 0.052651677280664444, 0.037032581865787506, 0.035864055156707764, 0.03208800032734871]	[[0.43469753861427307, 0.3975999355316162, 0.6492692828178406, 0.569966733455658], [0.0, 0.10168132185935974, 0.3974767327308655, 1.0], [0.0, 0.5606921911239624, 0.4742398262023926, 1.0], [0.0, 0.0, 0.6190768480300903, 0.42845776677131653], [0.0, 0.17519152164459229, 0.5108059644699097, 0.6822214126586914]]
53f2206c-7284-413b-86eb-bd9a86f279bb/0054	[1, 1, 1, 1, 1]	[0.9996291399002075, 0.10912061482667923, 0.012333463877439499, 0.01141659077256918, 0.00787021592259407]	[[0.0028134442400187254, 0.0070882439613342285, 0.6739276647567749, 0.8529248833656311], [0.01704363338649273, 0.3542676270008087, 0.7412688732147217, 0.9270373582839966], [0.09205673635005951, 0.6271974444389343, 0.7007271647453308, 0.9865623116493225], [0.0010885506635531783, 0.21280479431152344, 0.7001187205314636, 0.6993598937988281], [0.0, 0.5271578431129456, 0.3890302777290344, 1.0]]
3f70775d-223d-4929-b6ac-ab687814a34d/0105	[1, 1, 1, 1, 1]	[0.9999957084655762, 0.026534678414463997, 0.013167863711714745, 0.012310952879488468, 0.01195912342518568]	[[0.4582918584346771, 0.11646582186222076, 0.49027493596076965, 0.1610560268163681], [0.0, 0.10438001155853271, 0.4183957874774933, 1.0], [0.6524103283882141, 0.0, 1.0, 0.5128679275512695], [0.0, 0.0, 0.5054131150245667, 0.24909397959709167], [0.6685910820960999, 0.0, 1.0, 0.1699627935886383]]
2a279bda-651c-4740-a616-6862aa904c24/0143	[1, 1, 1, 1, 1]	[0.9999891519546509, 0.15799401700496674, 0.04119797796010971, 0.03397627919912338, 0.02621123567223549]	[[0.36683446168899536, 0.4966453015804291, 0.4715918302536011, 0.5687224864959717], [0.0, 0.07668566703796387, 0.39857855439186096, 1.0], [0.0, 0.2753952145576477, 0.5139405131340027, 0.8409542441368103], [0.0, 0.0, 0.399867445230484, 0.6778380870819092], [0.0032873882446438074, 0.04322722554206848, 0.5158798098564148, 0.6033426523208618]]
06084349-6a34-4e47-8fab-e7a7ca3cbdd8/0080	[1, 1, 1, 1, 1]	[0.9998339414596558, 0.05959421768784523, 0.032576825469732285, 0.006873118691146374, 0.006551009602844715]	[[0.372439444065094, 0.0, 0.41370129585266113, 0.04654661938548088], [0.0, 0.0, 0.3806440234184265, 0.7975723147392273], [0.0, 0.0, 0.3617353141307831, 0.41604411602020264], [0.0, 0.5372301340103149, 0.3834846019744873, 1.0], [0.024649042636156082, 0.5638287663459778, 0.7074360251426697, 1.0]]
4d5aa6f5-6d2e-444a-8960-e73c62cde93f/0063	[2, 1, 2, 1, 2]	[0.9999901056289673, 0.026276934891939163, 0.02458087168633938, 0.02319013513624668, 0.0216599702835083]	[[0.3556138575077057, 0.7688611745834351, 0.5224061608314514, 0.9080711603164673], [0.0, 0.5484015941619873, 0.4129824638366699, 1.0], [0.33811426162719727, 0.0, 0.4058840274810791, 0.026085644960403442], [0.0, 0.0, 0.4014827609062195, 0.40690213441848755], [0.35367122292518616, 0.0, 0.399391770362854, 0.04000139236450195]]
435ebc5b-40e8-401c-9816-8f584427f82c/0126	[1, 1, 1, 1, 1]	[0.9999274015426636, 0.03979405388236046, 0.024594943970441818, 0.014704165980219841, 0.006930933333933353]	[[0.4124804437160492, 0.6313344836235046, 0.46417737007141113, 0.7024074196815491], [0.0, 0.0, 0.6219895482063293, 0.4336238503456116], [0.0, 0.0, 0.41068607568740845, 0.9760880470275879], [0.0, 0.0, 0.5168452858924866, 0.3302161991596222], [0.00017052984912879765, 0.4726458787918091, 0.49902692437171936, 0.9592219591140747]]
c6b38078-47e9-41e4-913a-c082736fb1cf/0160	[2, 1, 1, 1, 1]	[0.9998688697814941, 0.01992432214319706, 0.013591093011200428, 0.00930788367986679, 0.00888802483677864]	[[0.3888937830924988, 0.48021450638771057, 0.42104384303092957, 0.499970942735672], [0.0, 0.0, 0.37274327874183655, 0.3880387842655182], [0.005888266488909721, 0.0, 0.503760039806366, 0.24893391132354736], [0.0, 0.5376871228218079, 0.37542709708213806, 1.0], [0.5137872099876404, 0.0, 1.0, 0.24529004096984863]]
6a435008-ce2b-4991-b66b-93aa4a084e05/0120	[1, 1, 1, 1, 1]	[0.9999898672103882, 0.056626345962285995, 0.051244255155324936, 0.031319376081228256, 0.022524945437908173]	[[0.3629673421382904, 0.4599330425262451, 0.681755781173706, 0.7131534814834595], [0.0, 0.0, 0.43293532729148865, 0.5267852544784546], [0.0, 0.5532810688018799, 0.734006404876709, 1.0], [0.0, 0.0, 0.417751669883728, 0.9930483102798462], [0.0, 0.0, 0.7161681056022644, 0.3266149163246155]]
bc097e0a-99bf-438d-9826-5ba0f228ea34/0042	[2, 1, 1, 1, 1]	[0.9999748468399048, 0.09268207103013992, 0.06202440708875656, 0.03367321193218231, 0.01985168643295765]	[[0.36811092495918274, 0.22255045175552368, 0.49148619174957275, 0.2897041440010071], [0.0, 0.0, 0.40986010432243347, 1.0], [0.0, 0.42437803745269775, 0.4181852638721466, 1.0], [0.0, 0.0, 0.5155302882194519, 0.23937785625457764], [0.0, 0.0, 0.4038047194480896, 0.3881377577781677]]
e47d46c4-05cd-490d-9aaf-bce1d11d21be/0117	[1, 1, 1, 1, 1]	[0.9999873638153076, 0.030328825116157532, 0.023257045075297356, 0.014761844649910927, 0.011142855510115623]	[[0.3818487524986267, 0.3672561049461365, 0.45323053002357483, 0.43049561977386475], [0.0, 0.0, 0.42572861909866333, 0.9737725257873535], [0.0, 0.5384708642959595, 0.38518571853637695, 1.0], [0.0, 0.0, 0.51493901014328, 0.2647908329963684], [0.0, 0.0, 0.6986650228500366, 0.1903306543827057]]
c6b38078-47e9-41e4-913a-c082736fb1cf/0042	[1, 1, 1, 1, 1]	[0.9999847412109375, 0.05184946209192276, 0.006319866050034761, 0.005916219670325518, 0.004895135760307312]	[[0.36180469393730164, 0.3712465763092041, 0.5635883212089539, 0.6750363111495972], [0.0, 0.0, 0.4057948887348175, 1.0], [0.014426806010305882, 0.0, 0.39019620418548584, 0.5005452632904053], [0.0, 0.5383156538009644, 0.3791221082210541, 1.0], [0.4968567490577698, 0.0, 1.0, 0.2247656136751175]]
cb65a1e9-c01f-49ce-8e46-0f791aae4bf9/0195	[2, 1, 1, 1, 1]	[0.9998418092727661, 0.08645216375589371, 0.038486260920763016, 0.027916477993130684, 0.008834206499159336]	[[0.3834606409072876, 0.24165160953998566, 0.42113667726516724, 0.2809516191482544], [0.0, 0.0, 0.41892603039741516, 0.9219326972961426], [0.0, 0.0, 0.4034241735935211, 0.3930598497390747], [0.0, 0.3792639374732971, 0.41712668538093567, 1.0], [0.030033335089683533, 0.0, 0.5238812565803528, 0.26022911071777344]]
c6b38078-47e9-41e4-913a-c082736fb1cf/0064	[0, 1, 1, 1, 1]	[0.9976536631584167, 0.03208806738257408, 0.018167253583669662, 0.01763167791068554, 0.015938706696033478]	[[0.41494864225387573, 0.04273197054862976, 0.4572989344596863, 0.09229651093482971], [0.0, 0.0, 0.4034492075443268, 1.0], [0.0, 0.0, 0.49483293294906616, 0.24396972358226776], [0.41685256361961365, 0.048030659556388855, 0.4566820561885834, 0.08856125175952911], [0.0, 0.0, 0.3697495758533478, 0.39582082629203796]]
e47d46c4-05cd-490d-9aaf-bce1d11d21be/0065	[1, 1, 2, 1, 1]	[0.9999382495880127, 0.08292413502931595, 0.028436774387955666, 0.01746075227856636, 0.013607261702418327]	[[0.22337175905704498, 0.0, 0.8429022431373596, 0.4420607089996338], [0.0, 0.0, 0.3763861060142517, 0.3773103654384613], [0.22620339691638947, 0.0, 0.8520256876945496, 0.44911375641822815], [0.0, 0.366228848695755, 0.8063424825668335, 1.0], [0.0, 0.5529301762580872, 0.37162166833877563, 1.0]]
a4e74f16-eed6-4eb8-9911-51e0d288cd29/0116	[1, 1, 1, 1, 1]	[0.9999388456344604, 0.12497935444116592, 0.036682795733213425, 0.03537498414516449, 0.026223134249448776]	[[0.30935218930244446, 0.3255790174007416, 0.3843451738357544, 0.40040966868400574], [0.014892768114805222, 0.0, 0.4098506271839142, 0.5651951432228088], [0.020703399553894997, 0.5755027532577515, 0.40733227133750916, 1.0], [0.014449382200837135, 0.0, 0.4268167018890381, 1.0], [0.006604345515370369, 0.0, 0.5081437230110168, 0.2615475356578827]]
400a07ae-a945-41de-8a94-b0bf655474e5/0118	[1, 1, 1, 1, 1]	[0.9999675750732422, 0.06546278297901154, 0.041968878358602524, 0.02807586081326008, 0.00870436616241932]	[[0.32940542697906494, 0.8768938183784485, 0.43011999130249023, 0.9998289942741394], [0.0, 0.26880621910095215, 0.41301825642585754, 1.0], [0.0, 0.539223849773407, 0.3950630724430084, 1.0], [0.0, 0.0, 0.408294677734375, 0.5405499935150146], [0.6489551663398743, 0.0, 1.0, 0.3639691472053528]]
047b864f-0753-448b-9483-f990ae41abaf/0080	[0, 1, 1, 1, 1]	[0.9835860729217529, 0.11489436030387878, 0.05661806836724281, 0.02160252071917057, 0.020268302410840988]	[[0.40695708990097046, 0.5775880217552185, 0.4287933111190796, 0.5959028601646423], [0.0, 0.0, 0.4402938485145569, 0.9064443111419678], [0.0, 0.0, 0.392316609621048, 0.3934011459350586], [0.008633574470877647, 0.22666263580322266, 0.5398681163787842, 0.8028647899627686], [0.0, 0.7933153510093689, 0.9140117764472961, 1.0]]
06acf647-e2e9-4562-aa42-eed217e5bd84/0162	[0, 1, 1, 1, 1]	[0.9999328851699829, 0.04977238178253174, 0.033382490277290344, 0.02653880976140499, 0.023659687489271164]	[[0.0890403762459755, 0.3680019676685333, 0.5653138160705566, 0.5982143878936768], [0.0, 0.0, 0.38578590750694275, 0.4129168391227722], [0.0, 0.03736543655395508, 0.557109534740448, 0.9069187641143799], [0.0, 0.0, 1.0, 0.18375898897647858], [0.014109067618846893, 0.0, 0.5184441208839417, 0.25457605719566345]]
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0075	[1, 1, 1, 1, 1]	[0.9999896287918091, 0.07106627523899078, 0.03854788839817047, 0.035106346011161804, 0.009081071242690086]	[[0.35040196776390076, 0.33804354071617126, 0.6694678664207458, 0.5802669525146484], [0.0, 0.0, 0.4106803238391876, 0.9370462894439697], [0.0, 0.3709343671798706, 0.7579986453056335, 1.0], [0.0, 0.0, 0.3956436812877655, 0.38212263584136963], [0.010904830880463123, 0.0, 0.5223159193992615, 0.4835985004901886]]
215d6826-a20a-45f7-aa3c-67f88fbbcb1e/0036	[1, 1, 1, 1, 1]	[0.9999549388885498, 0.028891826048493385, 0.020485177636146545, 0.016577841714024544, 0.008929741568863392]	[[0.4143464267253876, 0.8386754989624023, 0.4943845570087433, 0.9155058860778809], [0.0, 0.676505446434021, 0.5133025050163269, 1.0], [0.008945038542151451, 0.0, 0.3988727629184723, 0.8167815804481506], [0.009660710580646992, 0.531723141670227, 0.5709359645843506, 1.0], [0.4793538749217987, 0.0, 1.0, 0.22335278987884521]]
435ebc5b-40e8-401c-9816-8f584427f82c/0032	[1, 1, 1, 1, 1]	[0.9999392032623291, 0.017188869416713715, 0.016955705359578133, 0.015558769926428795, 0.012918825261294842]	[[0.41182371973991394, 0.43943047523498535, 0.4373534917831421, 0.46569955348968506], [0.010236859321594238, 0.0, 0.6319246292114258, 0.420218825340271], [0.0, 0.2315864861011505, 0.5414367318153381, 0.7986479997634888], [0.0, 0.7405757308006287, 0.8867671489715576, 1.0], [0.0, 0.0, 0.4146919548511505, 0.8381869792938232]]
8fe618c9-8ea6-4f82-b634-cfebc8a47122/0010	[1, 1, 1, 1, 1]	[0.9999852180480957, 0.053114522248506546, 0.04771748557686806, 0.018703944981098175, 0.012386107817292213]	[[0.40260040760040283, 0.4731145203113556, 0.48266786336898804, 0.5438741445541382], [0.0, 0.0, 0.4274694323539734, 1.0], [0.0, 0.0, 0.38331642746925354, 0.41805732250213623], [0.0, 0.7976213097572327, 1.0, 1.0], [0.0, 0.6578506231307983, 0.8829180002212524, 1.0]]
60ed87f2-7474-43e2-9d9f-b1072f4a1e39/0038	[2, 1, 1, 1, 1]	[0.9996997117996216, 0.017291462048888206, 0.01717333309352398, 0.013899504207074642, 0.009550654329359531]	[[0.4315159022808075, 0.5600399374961853, 0.47025853395462036, 0.5926421284675598], [0.0008068999741226435, 0.22886663675308228, 0.49088072776794434, 0.8072733283042908], [0.0, 0.0, 0.40867218375205994, 0.7677133083343506], [0.0, 0.0, 1.0, 0.18590322136878967], [0.0, 0.18663647770881653, 0.42442914843559265, 1.0]]
435ebc5b-40e8-401c-9816-8f584427f82c/0070	[1, 1, 1, 1, 1]	[0.9999799728393555, 0.06449062377214432, 0.026987191289663315, 0.015013320371508598, 0.012407591566443443]	[[0.3928581178188324, 0.3656424880027771, 0.44467294216156006, 0.4106946587562561], [0.0, 0.0, 0.41699323058128357, 1.0], [0.0, 0.5603570342063904, 0.386958509683609, 1.0], [0.0, 0.5407996773719788, 0.777999222278595, 1.0], [0.006448803469538689, 0.14264211058616638, 0.535075306892395, 0.7120956182479858]]
